Número Pedido;Data Pedido;Data Desejo Entrega;Nome Produto;Valor Venda;Tipo Pagamento;Nome Cliente;Cidade;Estado;Urgente
500;01/05/2009 11:37;01/05/2009 11:37;Shuriken;1200;Mastercard;Melissa;Geneve;Geneve;True
501;01/02/2009 07:35;01/02/2009 07:35;Kunai;1200;Diners;Dawn;Vaucluse;New South Wales;True
502;01/06/2009 12:56;01/06/2009 12:56;Shuriken;1200;Mastercard;Tamara;Klosterneuburg;Lower Austria;True
503;01/01/2009 11:05;01/01/2009 11:05;Shuriken;1200;Visa;Ashley;Rancho Cordova              ;CA;True
504;01/05/2009 04:10;01/05/2009 04:10;Kunai;1200;Visa;familly ;Creemore;Ontario;True
505;01/06/2009 07:18;01/06/2009 07:18;Kunai;1200;Mastercard;Ken;Sidcup;England;True
506;01/02/2009 01:11;01/02/2009 01:11;Shuriken;1200;Visa;Tori;Minneapolis                 ;MN;True
507;01/01/2009 02:24;01/01/2009 02:24;Kunai;1200;Amex;Precious;Edmonton;Alberta;True
508;01/07/2009 08:08;01/07/2009 08:08;Shuriken;1200;Visa;Michelle;Lyndoch;South Australia;True
509;01/02/2009 02:57;01/02/2009 02:57;Shuriken;1200;Visa;Paula;Larchmont                   ;NY;True
510;01/01/2009 20:21;01/01/2009 20:21;Kunai;1200;Visa;Stephanie;Saint Charles               ;IL;True
511;01/08/2009 00:42;01/08/2009 00:42;Kunai;1200;Visa;kemp;Brentwood                   ;TN;True
512;01/08/2009 03:56;01/08/2009 03:56;Shuriken;1200;Diners;Mona;Kelowna;British Columbia;True
513;01/08/2009 03:16;01/08/2009 03:16;Kunai;1200;Visa;Caroline;Toronto;Ontario;True
514;01/08/2009 01:59;01/08/2009 01:59;Shuriken;1200;Mastercard;Andrea;Brondby Strand;Kobenhavn;True
515;01/03/2009 09:03;01/03/2009 09:03;Shuriken;1200;Mastercard;Pilar;Florence;Tuscany;True
516;01/05/2009 13:17;01/05/2009 13:17;Kunai;1200;Visa;Lisa;Perth;Western Australia;True
517;01/06/2009 07:46;01/06/2009 07:46;Kunai;1200;Amex;A;Saint Petersburg            ;FL;True
518;01/08/2009 16:24;01/08/2009 16:24;Shuriken;1200;Mastercard;Yvette;Aubonne;Vaud;True
519;01/09/2009 06:39;01/09/2009 06:39;Kunai;1200;Visa;Nicole;Mc Lean                     ;VA;True
520;01/07/2009 07:44;01/07/2009 07:44;Shuriken;1200;Mastercard;Kelly;Hendersonville              ;TN;True
521;01/03/2009 13:24;01/03/2009 13:24;Shuriken;1200;Mastercard;Samantha;Watford;England;True
522;01/07/2009 20:15;01/07/2009 20:15;Kunai;1200;Visa;Caterina;Amsterdam;Noord-Holland;True
523;01/09/2009 15:58;01/09/2009 15:58;Kunai;1200;Visa;Kate;Rochester Hills             ;MI;True
524;01/03/2009 13:11;01/03/2009 13:11;Shuriken;1200;Mastercard;Tina;Anglesea;Victoria;True
525;01/10/2009 12:57;01/10/2009 12:57;Kunai;1200;Visa;Emily;Killarney;New Providence;True
526;01/10/2009 14:43;01/10/2009 14:43;Shuriken;1200;Amex;Maricel;Malibu                      ;CA;True
527;01/10/2009 12:05;01/10/2009 12:05;Shuriken;1200;Visa;Patricia;Allen                       ;TX;True
528;01/06/2009 01:20;01/06/2009 01:20;Kunai;1200;Mastercard;steve;Evires;Rhone-Alpes;True
529;01/10/2009 14:56;01/10/2009 14:56;Kunai;1200;Amex;Darrah;Den Haag;Zuid-Holland;True
530;01/07/2009 10:01;01/07/2009 10:01;Shuriken;1200;Visa;Sara;Perth City;Western Australia;True
531;01/01/2009 01:26;01/01/2009 01:26;Kunai;1200;Visa;Erika;Redruth;England;True
532;01/11/2009 02:04;01/11/2009 02:04;Shuriken;1200;Visa;Audrey;Bruxelles;Brussels (Bruxelles);True
533;01/11/2009 14:17;01/11/2009 14:17;Shuriken;1200;Visa;Louise;London;England;True
534;01/10/2009 21:38;01/10/2009 21:38;Kunai;1200;Diners;Karen;Montreal;Quebec;True
535;01/07/2009 06:18;01/07/2009 06:18;Kunai;1200;Amex;Maki;Miami Beach                 ;FL;True
536;01/05/2009 00:31;01/05/2009 00:31;Shuriken;1200;Visa;Peter;Shankill;Dublin;True
537;01/02/2009 06:07;01/02/2009 06:07;Kunai;1200;Diners;Ashlee;Oxford;England;True
538;01/12/2009 03:25;01/12/2009 03:25;Shuriken;1200;Mastercard;Anja;New York                    ;NY;True
539;01/04/2009 13:56;01/04/2009 13:56;Shuriken;1200;Visa;Ellen Walton ;Melbourne;Victoria;True
540;01/12/2009 05:18;01/12/2009 05:18;Kunai;1200;Mastercard;Jessica;Woodland Hills              ;CA;True
541;01/08/2009 15:16;01/08/2009 15:16;Kunai;1200;Visa;Wouter and Andrea;Anchorage                   ;AK;True
542;01/11/2009 11:33;01/11/2009 11:33;Shuriken;1200;Visa;Pam and Rob;Yorba Linda                 ;CA;True
543;01/07/2009 20:22;01/07/2009 20:22;Kunai;1200;Visa;Elsa;Waiwera;Auckland;True
544;01/02/2009 22:00;01/02/2009 22:00;Shuriken;1200;Amex;kathleen kane;Jamaica Plain               ;MA;True
545;01/05/2009 13:52;01/05/2009 13:52;Shuriken;1200;Diners;Selene;Oslo;Oslo;True
546;01/08/2009 20:32;01/08/2009 20:32;Kunai;1200;Visa;Christy;Setagaya;Tokyo;True
547;01/08/2009 13:34;01/08/2009 13:34;Kunai;1200;Visa;Elyse;Bandon;Cork;True
548;01/11/2009 13:08;01/11/2009 13:08;Shuriken;1200;Mastercard;Alexis;Ehingen an der Donau;Baden-Wurttemberg;True
549;01/12/2009 19:04;01/12/2009 19:04;Kunai;1200;Visa;M George;Paris;Ile-de-France;True
550;01/12/2009 13:41;01/12/2009 13:41;Shuriken;1200;Visa;cheryl;Beverly Hills               ;CA;True
551;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1200;Amex;R;Danderyd;Stockholm;True
552;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Visa;Cindy;Glendora                    ;CA;True
553;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Visa;Ed;Nacka;Stockholm;True
554;01/08/2009 13:14;01/08/2009 13:14;Shuriken;1200;Mastercard;Astrid;Canterbury;England;True
555;01/02/2009 11:41;01/02/2009 11:41;Kunai;1200;Visa;Nicole;Neuchatel;Neuchatel;True
556;01/07/2009 19:50;01/07/2009 19:50;Shuriken;1200;Visa;Maria Macarena;Billings                    ;MT;True
557;01/01/2009 20:28;01/01/2009 20:28;Shuriken;1200;Visa;Maggie;Libertyville                ;IL;True
558;01/03/2009 15:22;01/03/2009 15:22;Kunai;1200;Diners;Manoj;Boise                       ;ID;True
559;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Visa;Brenda;Rock Hill                   ;SC;True
560;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Mastercard;Lizelle ;Mililani                    ;HI;True
561;01/02/2009 12:18;01/02/2009 12:18;Kunai;1200;Visa;jacqueline;North Vancouver;British Columbia;True
562;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Visa;Martin;Ludwigsburg;Baden-Wurttemberg;True
563;01/06/2009 17:15;01/06/2009 17:15;Shuriken;1200;Mastercard;Dean;Rockingham;Western Australia;True
564;01/03/2009 13:56;01/03/2009 13:56;Kunai;1200;Visa;VERBENA;Basel;Basel-Town;True
565;01/04/2009 07:54;01/04/2009 07:54;Kunai;1200;Mastercard;Angel Marie;Den Haag;Zuid-Holland;True
566;01/12/2009 07:28;01/12/2009 07:28;Shuriken;1200;Visa;olla;Westminster                 ;CO;True
567;01/06/2009 15:15;01/06/2009 15:15;Kunai;1200;Visa;Sarah;Plan-les-Ouattes;Geneve;True
568;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Visa;Esther;Stocksund;Stockholm;True
569;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Diners;amy;Stuttgart;Baden-Wurttemberg;True
570;01/06/2009 21:13;01/06/2009 21:13;Kunai;1200;Diners;Paul;Burnaby;British Columbia;True
571;01/06/2014 20:48;01/06/2014 20:48;Kunai;1200;Mastercard;Sarah;Coppell                     ;TX;True
572;01/12/2013 19:48;01/12/2013 19:48;Shuriken;1200;Visa;Beckie ;Ladera Ranch                ;CA;True
573;01/06/2013 18:48;01/06/2013 18:48;Kunai;1200;Visa;Maryse;Rathfarnham;Dublin;True
574;01/12/2012 17:48;01/12/2012 17:48;Shuriken;1200;Visa;Majken;Charlottenlund;Kobenhavn;True
575;01/06/2012 16:48;01/06/2012 16:48;Shuriken;1200;Amex;Karen and Andrew;Munchen;Bayern;True
576;01/12/2011 15:48;01/12/2011 15:48;Kunai;1200;Visa;Katerina;Firenze;Tuscany;True
577;01/06/2011 14:48;01/06/2011 14:48;Kunai;1200;Mastercard;Mary;Baile Atha Bui;Meath;True
578;01/12/2010 13:48;01/12/2010 13:48;Shuriken;1200;Visa;Oscar;Chamonix-Mont-Blanc;Rhone-Alpes;True
579;01/06/2010 12:48;01/06/2010 12:48;Kunai;1200;Diners;Suejean;Gingins;Vaud;True
580;01/12/2009 11:48;01/12/2009 11:48;Shuriken;1200;Amex;ann;Boca Raton                  ;FL;True
581;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Amex;Kirsten;Melbourne;Victoria;True
582;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Visa;Dickson;Kemerburgaz;Istanbul;True
583;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Diners;Howard;Worcester;England;True
584;01/06/2009 07:23;01/06/2009 07:23;Shuriken;1200;Visa;Dana;Thurles;Tipperary;True
585;01/01/2009 05:04;01/01/2009 05:04;Kunai;1200;Mastercard;Nola;Den Haag;Zuid-Holland;True
586;01/02/2009 06:17;01/02/2009 06:17;Shuriken;1200;Visa;Elizabeth;Cos Cob                     ;CT;True
587;01/02/2009 04:53;01/02/2009 04:53;Shuriken;1200;Visa;Matt;Leicester;England;True
588;01/02/2009 13:08;01/02/2009 13:08;Kunai;1200;Visa;Vanessa;Cornwall;Ontario;True
589;01/03/2009 14:44;01/03/2009 14:44;Kunai;1200;Visa;Rowena;Cork;Cork;True
590;01/04/2009 20:11;01/04/2009 20:11;Shuriken;1200;Visa;Catherine;Mount Forest;Ontario;True
591;01/02/2009 20:09;01/02/2009 20:09;Kunai;1200;Mastercard;Sarah;Ridgefield                  ;CT;True
592;01/04/2009 13:17;01/04/2009 13:17;Shuriken;1200;Visa;sorcha;Porto Alegre;Rio Grande do Sul;True
593;01/04/2009 14:11;01/04/2009 14:11;Shuriken;1200;Visa;sorcha;Cartierville;Quebec;True
594;01/05/2009 02:42;01/05/2009 02:42;Kunai;1200;Mastercard;Mary;Stuttgart;Baden-Wurttemberg;True
595;01/02/2009 09:16;01/02/2009 09:16;Kunai;1200;Visa;Ronja;Manhattan                   ;NY;True
596;01/02/2009 14:18;01/02/2009 14:18;Shuriken;1200;Visa;Nicola ;Sneem;Kerry;True
597;01/04/2009 01:05;01/04/2009 01:05;Kunai;1200;Amex;BURCAK;Alpharetta                  ;GA;True
598;01/05/2009 11:37;01/05/2009 11:37;Shuriken;1200;Visa;isabelle;Sainte-Therese-de-Blainville;Quebec;True
599;01/02/2009 07:35;01/02/2009 07:35;Shuriken;1200;Mastercard;christy;Germantown                  ;TN;True
600;01/06/2009 12:56;01/06/2009 12:56;Kunai;1200;Visa;Lilly;Castleknock;Dublin;True
601;01/01/2009 11:05;01/01/2009 11:05;Kunai;1200;Diners;Mandy;Hono                        ;HI;True
602;01/05/2009 04:10;01/05/2009 04:10;Shuriken;1200;Mastercard;Elena;New Rochelle                ;NY;True
603;01/06/2009 07:18;01/06/2009 07:18;Kunai;1200;Visa;Lolarae;Calgary;Alberta;True
604;01/02/2009 01:11;01/02/2009 01:11;Shuriken;1200;Mastercard;Lisa;South Waterford             ;ME;True
605;01/01/2009 02:24;01/01/2009 02:24;Shuriken;1200;Mastercard;Nita and Trebor;Washington Township         ;OH;True
606;01/07/2009 08:08;01/07/2009 08:08;Kunai;1200;Visa;Jenevieve;Guelph;Ontario;True
607;01/02/2009 02:57;01/02/2009 02:57;Kunai;1200;Mastercard;Damian;Mettlach;Saarland;True
608;01/01/2009 20:21;01/01/2009 20:21;Shuriken;1200;Mastercard;Lusell;Oberwil;Basel-Country;True
609;01/08/2009 00:42;01/08/2009 00:42;Kunai;1200;Visa;Costanza;Beykoz;Istanbul;True
610;01/08/2009 03:56;01/08/2009 03:56;Shuriken;1200;Visa;Vanessa;Arc-et-Senans;Franche-Comte;True
611;01/08/2009 03:16;01/08/2009 03:16;Shuriken;1200;Diners;Evelyn;Grossbodungen;Thuringia;True
612;01/08/2009 01:59;01/08/2009 01:59;Kunai;1200;Amex;Nicola;Bruxelles;Brussels (Bruxelles);True
613;01/03/2009 09:03;01/03/2009 09:03;Kunai;1200;Visa;Simone;Kilcornan;Limerick;True
614;01/05/2009 13:17;01/05/2009 13:17;Shuriken;1200;Mastercard;Elisabeth;Wilmington                  ;NC;True
615;01/06/2009 07:46;01/06/2009 07:46;Kunai;1200;Visa;Kasey;Aix-en-Provence;Provence-Alpes-Cote d'Azur;True
616;01/08/2009 16:24;01/08/2009 16:24;Shuriken;1200;Visa;James;Edmonton;Alberta;True
617;01/09/2009 06:39;01/09/2009 06:39;Shuriken;1200;Visa;Alyssa;Antibes;Provence-Alpes-Cote d'Azur;True
618;01/07/2009 07:44;01/07/2009 07:44;Kunai;1200;Visa;Reto;Seattle                     ;WA;True
619;01/03/2009 13:24;01/03/2009 13:24;Kunai;1200;Amex;Joelle;Rowayton                    ;CT;True
620;01/07/2009 20:15;01/07/2009 20:15;Shuriken;1200;Mastercard;Nicole;Simcoe;Ontario;True
621;01/09/2009 15:58;01/09/2009 15:58;Kunai;1200;Mastercard;Alexandria;Lebanon                     ;PA;True
622;01/03/2009 13:11;01/03/2009 13:11;Shuriken;1200;Mastercard;Elisabeth;Birkdale;Queensland;True
623;01/10/2009 12:57;01/10/2009 12:57;Shuriken;1200;Visa;Ann;Brisbane;Queensland;True
624;01/10/2009 14:43;01/10/2009 14:43;Kunai;1200;Visa;Olga;Strasbourg;Alsace;True
625;01/10/2009 12:05;01/10/2009 12:05;Kunai;1200;Visa;Courtney;Suchdol;Prague;True
626;01/06/2009 01:20;01/06/2009 01:20;Shuriken;1200;Visa;stacy;Stuttgart;Baden-Wurttemberg;True
627;01/10/2009 14:56;01/10/2009 14:56;Kunai;1200;Visa;Saeko ;Warwick                     ;NY;True
628;01/07/2009 10:01;01/07/2009 10:01;Shuriken;1200;Visa;Antje;Sacramento                  ;CA;True
629;01/01/2009 01:26;01/01/2009 01:26;Shuriken;1200;Visa;janet;Blarney;Cork;True
630;01/11/2009 02:04;01/11/2009 02:04;Kunai;1200;Visa;claire ;Ballyneety;Limerick;True
631;01/11/2009 14:17;01/11/2009 14:17;Kunai;1200;Mastercard;Nathalie;Haymarket                   ;VA;True
632;01/10/2009 21:38;01/10/2009 21:38;Shuriken;1200;Mastercard;Daria;George Town; ;True
633;01/07/2009 06:18;01/07/2009 06:18;Kunai;1200;Visa;Judith L.;Scottsdale                  ;AZ;True
634;01/05/2009 00:31;01/05/2009 00:31;Shuriken;1200;Visa;Audinet;Cambridge                   ;MA;True
635;01/02/2009 06:07;01/02/2009 06:07;Shuriken;1200;Visa;William;Chalfont Saint Peter;England;True
636;01/12/2009 03:25;01/12/2009 03:25;Kunai;1200;Diners;Tatjana and Martin;Birmingham;England;True
637;01/04/2009 13:56;01/04/2009 13:56;Kunai;1200;Mastercard;Scott;Den Haag;Zuid-Holland;True
638;01/12/2009 05:18;01/12/2009 05:18;Shuriken;1200;Mastercard;Andree;Newmarket;Cork;True
639;01/08/2009 15:16;01/08/2009 15:16;Kunai;1200;Visa;Aziz;Irpin';Kiev;True
640;01/11/2009 11:33;01/11/2009 11:33;Shuriken;1200;Visa;Fernando;Grosseto;Tuscany;True
641;01/07/2009 20:22;01/07/2009 20:22;Shuriken;1200;Visa;Jo;Pembroke Pines              ;FL;True
642;01/02/2009 22:00;01/02/2009 22:00;Kunai;1200;Visa;Joern;Waterford;Ontario;True
643;01/05/2009 13:52;01/05/2009 13:52;Kunai;1200;Visa;Melissa;Chester                     ;CT;True
644;01/08/2009 20:32;01/08/2009 20:32;Shuriken;1200;Mastercard;isabela;Reston                      ;VA;True
645;01/08/2009 13:34;01/08/2009 13:34;Kunai;1200;Visa;Nacole;Milan;Lombardy;True
646;01/11/2009 13:08;01/11/2009 13:08;Shuriken;1200;Diners;Jennifer;Vancouver;British Columbia;True
647;01/12/2009 19:04;01/12/2009 19:04;Shuriken;1200;Diners;Mary;Alpharetta                  ;GA;True
648;01/12/2009 13:41;01/12/2009 13:41;Kunai;1200;Visa;Lisa;Ringgold                    ;GA;True
649;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Diners;Debora ;Wall                        ;NJ;True
650;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1200;Amex;Kristen;Los Gatos                   ;CA;True
651;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Mastercard;Malinda;Oxford;England;True
652;01/08/2009 13:14;01/08/2009 13:14;Shuriken;1200;Amex;Sylvia;Alexandria                  ;VA;True
653;01/02/2009 11:41;01/02/2009 11:41;Shuriken;1200;Visa;Jupiterlina Elika;Rome;Lazio;True
654;01/07/2009 19:50;01/07/2009 19:50;Kunai;1200;Visa;Aniko;Random Lake                 ;WI;True
655;01/01/2009 20:28;01/01/2009 20:28;Kunai;1200;Mastercard;Petra;San Francisco               ;CA;True
656;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Mastercard;Heather;Baluan;General Santos;True
657;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Mastercard;Kim;Brussels;Brussels (Bruxelles);True
658;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Amex;Ruby;Bedford Corners             ;NY;True
659;01/02/2009 12:18;01/02/2009 12:18;Shuriken;1200;Visa;Novy ;Istanbul;Istanbul;True
660;01/03/2009 15:22;01/03/2009 15:22;Kunai;1200;Mastercard;Tammy;Milford                     ;ME;True
661;01/06/2009 17:15;01/06/2009 17:15;Kunai;1200;Visa;Alessandra;Vancouver;British Columbia;True
662;01/03/2009 13:56;01/03/2009 13:56;Shuriken;1200;Mastercard;Cathy;Kidderminster;England;True
663;01/04/2009 07:54;01/04/2009 07:54;Kunai;1200;Amex;dia;Claygate;England;True
664;01/12/2009 07:28;01/12/2009 07:28;Shuriken;1200;Visa;Lauren;Laasby;Arhus;True
665;01/06/2009 15:15;01/06/2009 15:15;Shuriken;1200;Visa;Line;Budaors;Pest;True
666;01/03/2009 15:22;01/03/2009 15:22;Kunai;1200;Amex;Sean;London;England;True
667;01/03/2009 15:22;01/03/2009 15:22;Kunai;1200;Diners;Sarah;Santo Domingo City;Distrito Nacional;True
668;01/06/2009 21:13;01/06/2009 21:13;Shuriken;1200;Visa;Brian;Croton On Hudson            ;NY;True
669;01/06/2014 20:48;01/06/2014 20:48;Kunai;1200;Mastercard;Lesa;Vespasiano;Minas Gerais;True
670;01/12/2013 19:48;01/12/2013 19:48;Shuriken;1200;Mastercard;james;Nashville                   ;TN;True
671;01/06/2013 18:48;01/06/2013 18:48;Shuriken;1200;Mastercard;loudon;Ottawa;Ontario;True
672;01/12/2012 17:48;01/12/2012 17:48;Kunai;1200;Mastercard;Allison;Naples                      ;FL;True
673;01/06/2012 16:48;01/06/2012 16:48;Kunai;1200;Mastercard;Surat;Bridgewater                 ;NJ;True
674;01/12/2011 15:48;01/12/2011 15:48;Shuriken;1200;Diners;brian;Hagen;Lorraine;True
675;01/06/2011 14:48;01/06/2011 14:48;Kunai;1200;Visa;Rachel;Taicheng;Guangdong;True
676;01/12/2010 13:48;01/12/2010 13:48;Shuriken;1200;Mastercard;Hilde;Groningen;Groningen;True
677;01/06/2010 12:48;01/06/2010 12:48;Shuriken;1200;Mastercard;Tarja;Villars;Vaud;True
678;01/12/2009 11:48;01/12/2009 11:48;Kunai;1200;Visa;Megan;Huntersville                ;NC;True
679;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Visa;Katharina;Flower Mound                ;TX;True
680;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Visa;Zaneta ;Rochester                   ;MI;True
681;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Visa;Jeannette;Dubai;Dubayy;True
682;01/06/2009 07:23;01/06/2009 07:23;Shuriken;1200;Visa;Cherie;Columbus                    ;OH;True
683;01/01/2009 05:04;01/01/2009 05:04;Shuriken;1200;Mastercard;Tracey;Harold's Cross;Dublin;True
684;01/02/2009 06:17;01/02/2009 06:17;Kunai;1200;Diners;Scott ;Sag Harbor                  ;NY;True
685;01/02/2009 04:53;01/02/2009 04:53;Kunai;1200;Visa;Frances;San Diego                   ;CA;True
686;01/02/2009 13:08;01/02/2009 13:08;Shuriken;1200;Mastercard;Beatrice;Wilmington                  ;DE;True
687;01/03/2009 14:44;01/03/2009 14:44;Kunai;1200;Amex;Alison;Issaquah                    ;WA;True
688;01/04/2009 20:11;01/04/2009 20:11;Shuriken;1200;Visa;elaine;Phuket;Phuket;True
689;01/02/2009 20:09;01/02/2009 20:09;Shuriken;1200;Visa;Chevonne;Athina;Attiki;True
690;01/04/2009 13:17;01/04/2009 13:17;Kunai;1200;Visa;danielle;Geneve;Geneve;True
691;01/04/2009 14:11;01/04/2009 14:11;Kunai;1200;Mastercard;Caroline and Jonathan;Chichester;England;True
692;01/05/2009 02:42;01/05/2009 02:42;Shuriken;1200;Visa;manuela;Massagno;Ticino;True
693;01/02/2009 09:16;01/02/2009 09:16;Kunai;1200;Visa;Carole;Cardiff;Wales;True
694;01/02/2009 14:18;01/02/2009 14:18;Shuriken;1200;Visa;Hollie;San Diego                   ;CA;True
695;01/04/2009 01:05;01/04/2009 01:05;Shuriken;1200;Visa;mike;La Louviere;Hainaut;True
696;01/05/2009 11:37;01/05/2009 11:37;Kunai;1200;Mastercard;Malahat;Minneapolis                 ;MN;True
697;01/02/2009 07:35;01/02/2009 07:35;Kunai;1200;Amex;Michaela;Mafra;Santa Catarina;True
698;01/06/2009 12:56;01/06/2009 12:56;Shuriken;1200;Amex;Amy;Ashford;England;True
699;01/01/2009 11:05;01/01/2009 11:05;Kunai;1200;Mastercard;Brandi;Edmonton;Alberta;True
700;01/05/2009 04:10;01/05/2009 04:10;Shuriken;1200;Visa;erin;London;England;True
701;01/06/2009 07:18;01/06/2009 07:18;Shuriken;1200;Diners;Tracy;Lucca;Tuscany;True
702;01/02/2009 01:11;01/02/2009 01:11;Kunai;1200;Visa;Polyxene;Perth;Western Australia;True
703;01/01/2009 02:24;01/01/2009 02:24;Kunai;1200;Diners;Andrea;Calgary;Alberta;True
704;01/07/2009 08:08;01/07/2009 08:08;Shuriken;1200;Mastercard;Jessica;Chiefland                   ;FL;True
705;01/02/2009 02:57;01/02/2009 02:57;Kunai;1200;Mastercard;David;Stavenger;Rogaland;True
706;01/01/2009 20:21;01/01/2009 20:21;Shuriken;1200;Visa;Riche Lou;Newton                      ;MA;True
707;01/08/2009 00:42;01/08/2009 00:42;Shuriken;1200;Mastercard;Chris;Den Haag;Zuid-Holland;True
708;01/08/2009 03:56;01/08/2009 03:56;Kunai;1200;Diners;melanie;Santa Barbaraa;Heredia;True
709;01/08/2009 03:16;01/08/2009 03:16;Kunai;1200;Visa;beatrice;Churra;Murcia;True
710;01/08/2009 01:59;01/08/2009 01:59;Shuriken;1200;Mastercard;lorna;Castle Rock                 ;CO;True
711;01/03/2009 09:03;01/03/2009 09:03;Kunai;1200;Amex;Tary;Zug;Zug;True
712;01/05/2009 13:17;01/05/2009 13:17;Shuriken;1200;Visa;Julie ;Ashford;England;True
713;01/06/2009 07:46;01/06/2009 07:46;Shuriken;1200;Amex;Julie ;Rockville                   ;MD;True
714;01/08/2009 16:24;01/08/2009 16:24;Kunai;1200;Mastercard;Jerome;Madrid;Madrid;True
715;01/09/2009 06:39;01/09/2009 06:39;Kunai;1200;Visa;Laleh;Aasgaardstrand;Vestfold;True
716;01/07/2009 07:44;01/07/2009 07:44;Shuriken;1200;Visa;Michael;Milano;Lombardy;True
717;01/03/2009 13:24;01/03/2009 13:24;Kunai;1200;Visa;Kerry;Anieres;Geneve;True
718;01/07/2009 20:15;01/07/2009 20:15;Shuriken;1200;Mastercard;Veronique;Fresno                      ;TX;True
719;01/09/2009 15:58;01/09/2009 15:58;Shuriken;1200;Visa;Sarah;Warwick;Quebec;True
720;01/03/2009 13:11;01/03/2009 13:11;Kunai;1200;Diners;Simone;Watford;England;True
721;01/10/2009 12:57;01/10/2009 12:57;Kunai;1200;Visa;Jackie;Waterford;Waterford;True
722;01/10/2009 14:43;01/10/2009 14:43;Shuriken;1200;Visa;giovanna;Pruszkow;Mazowieckie;True
723;01/10/2009 12:05;01/10/2009 12:05;Kunai;1200;Visa;Elizabeth;Hamilton;Hamilton;True
724;01/06/2009 01:20;01/06/2009 01:20;Shuriken;1200;Mastercard;Maki;Montgomery                  ;TX;True
725;01/10/2009 14:56;01/10/2009 14:56;Shuriken;1200;Amex;Anjan;Tokyo;Tokyo;True
726;01/07/2009 10:01;01/07/2009 10:01;Kunai;1200;Mastercard;Sarah;Manteno                     ;IL;True
727;01/01/2009 01:26;01/01/2009 01:26;Kunai;1200;Mastercard;Niamh;Benoni;Gauteng;True
728;01/11/2009 02:04;01/11/2009 02:04;Shuriken;1200;Visa;Elaine;Tranby;Buskerud;True
729;01/11/2009 14:17;01/11/2009 14:17;Kunai;1200;Diners;Elizabeth;Cork;Cork;True
730;01/10/2009 21:38;01/10/2009 21:38;Shuriken;1200;Visa;Sara;Fort Lauderdale             ;FL;True
731;01/07/2009 06:18;01/07/2009 06:18;Shuriken;1200;Visa;Kenneth;Arlington                   ;VA;True
732;01/05/2009 00:31;01/05/2009 00:31;Kunai;1200;Mastercard;Fiona;Lake Ronkonkoma;NY;True
733;01/02/2009 06:07;01/02/2009 06:07;Kunai;1200;Visa;Christian;Alexandria                  ;VA;True
734;01/12/2009 03:25;01/12/2009 03:25;Shuriken;1200;Diners;jure;Lipari;Sicilia;True
735;01/04/2009 13:56;01/04/2009 13:56;Kunai;1200;Amex;Elizabeth ;Bluffton                    ;SC;True
736;01/12/2009 05:18;01/12/2009 05:18;Shuriken;1200;Amex;Juliann;Winter Spgs                 ;FL;True
737;01/08/2009 15:16;01/08/2009 15:16;Shuriken;1200;Mastercard;Julie ;Chelmsford                  ;MA;True
738;01/11/2009 11:33;01/11/2009 11:33;Kunai;1200;Mastercard;philippa katherine;Cabinteely;Dublin;True
739;01/07/2009 20:22;01/07/2009 20:22;Kunai;1200;Visa;matthew;Cincinnati                  ;OH;True
740;01/02/2009 22:00;01/02/2009 22:00;Shuriken;1200;Visa;Steven;Houston                     ;TX;True
741;01/05/2009 13:52;01/05/2009 13:52;Kunai;1200;Amex;Angie;Rodeo                       ;CA;True
742;01/08/2009 20:32;01/08/2009 20:32;Shuriken;1200;Mastercard;Lauren;Poughkeepsie                ;NY;True
743;01/08/2009 13:34;01/08/2009 13:34;Shuriken;1200;Mastercard;Esther;Cincinnati                  ;OH;True
744;01/11/2009 13:08;01/11/2009 13:08;Kunai;1200;Visa;Elizabeth;North Eastham               ;MA;True
745;01/12/2009 19:04;01/12/2009 19:04;Kunai;1200;Mastercard;Detlev;Taby;Stockholm;True
746;01/12/2009 13:41;01/12/2009 13:41;Shuriken;1200;Visa;Roza;Alcobendas;Madrid;True
747;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Mastercard;paula;Sammamish                   ;WA;True
748;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1200;Visa;Kathryn;Waiau Pa;Auckland;True
